strSciName,keyID,strCategory,strCommonName,strToken,flgEvaluated,flgRecommended,flgNativeTo,flgAvail,,flgPNLightFull,flgPNLightPartialSun,flgPNLightShade,flgPNMoistureLow,flgPNMoistureMed,flgPNMoistureHigh,flgPNSeasonalWet,flgPNAquatic,strPNUniqueSoils,flgGHDeerResistant,flgGHGroundhogResistant,flgGHSpreadRapidly,flgSWBioretention,flgSWRainGarden,flgSWRetentionBasinWet,flgSWDetentionBasinDry,flgSWStreamBuffer,flgSWGreenRoof,flgSWSwale,flgSWWetland,strPCFoliageColor,strPCHeightLow,strPCHeightHigh,flgPCHeightIncr,flgPCHeightPlus,strPCSpreadLow,strPCSpreadHigh,flgPCSpreadIncr,flgPCSpreadPlus,Off set,flgPCGroundCover,strSciName,strPCBloomTime,strPCFlowerColor,flgPCEdible,flgPCEasyGrow,flgPMSeed,flgPMPlug,flgPMRootBall,flgPMStaking,flgRUErosion,flgRUWildlife,strCaterpHostPlantComName,strCaterpHostPlantSciName,strLandscape,flgRUSubdivision,flgRUHorticulture,flgRUScreening,flgRUHedge,flgRUParkingLot,flgRUStreetscape,flgRUOpenSpace,flgShallowRoots,strSlopes,strSpecialUses,strLandscapeGardenUses,strPlantCommunity,strTolerates,strSusceptible,strPlantingRecommendations,strGrowthPatterns,strSeasonColor,strBlooms,strMaintenance,strComments,Temp_NotFound,strSource,strThumbLink,strPicture1,strPicture2,strPicture3,strPicture4,booActive,dteDateAdded,dteDateChanged,strUserName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilex decidua,1336,5,"deciduous holly,possumhaw",ILDE,Y,R,"B,P,F,Q,L",W      ,,Y,Y, , ,Y, , , ,"P,A,Q",Y, , ,Y,Y, ,Y,Y, ,Y,NULL,"E,G-Y",9,18,F, ,9,18,F, ,, ,Ilex decidua,"06,07,08",W, ,E, , , , , ,"C,W,H           ","Henry's Elfin,Holly Azure ","Callophrys henrici,Celastrina idella",Y, ,Y, ,Y, , , ,,,,"Effective as a specimen, in groups or as a hedge. Can be grown in low spots or along ponds or streams with somewhat wet soil conditions. Interesting selection for a Missouri native plant garden. Colorful berries provide excellent color to the winter landscape.",,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:07.8,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilex glabra,1337,5,inkberry holly,ILGL,Y,R,"F,V,U",       ,,Y,Y, , ,Y,Y,Y, ,"P,R,A",Y, , ,,, ,,Y, ,,NULL,E,6,8,F, ,5,8,F, ,, ,Ilex glabra,"05,06","GW,W", ,E, , , , ,Y,"C,P,S","Henry's Elfin,Holly Azure ","Callophrys henrici,Celastrina idella", , , , ,, , , ,,,,"hedgerow, Mass or group. Excellent for shrub borders, foundation plantings or as a low hedge. Also effective naturalized in moist woodland gardens or in moist locations near streams or ponds. This species is noted for its ability to perform well in wet sites.",,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:01.7,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilex montana ,,,mountain holly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilex verticillata,1339,5,winterberry holly,ILVE,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,, ,Y,Y, ,Y,Y, , ,"S,SO,CO,C,A", , , ,Y,Y, ,Y,Y, ,Y,NULL,E,6,20,F, ,6,8,F, ,, ,Ilex verticillata,"05,06,07","GW,W,Y,N", ,E, , , , ,Y,"C,P,B,W,H,S           ","Henry's Elfin,Holly Azure ","Callophrys henrici,Celastrina idella",Y, ,Y, ,, , , ,,,Winter Interest,"hedgerow, Year round interest, highlighted by the showy display of red berries in winter. Mass or group in shrub borders, foundations, native plant areas or bird gardens. Hedge. Excellent shrub for moist soils in low spots or along streams and ponds. Although an attractive shrub, the species is infrequently sold in commerce because of the many excellent cultivars which generally produce showier flowers and larger, more abundant fruit.",,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,11:49.9,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Itea virginica,1347,5,Virginia sweetspire,ITVI,Y,R,"Q,V,U            ",W      ,,Y,Y, , ,Y,Y,Y, ,"I,S,SO,CO,CU,A,Z", , , ,Y,Y, ,Y,Y, ,Y,NULL,G-R,3,8,F, ,4,6,F, ,, ,Itea virginica,"04,05,06",W, ,E, , , , ,Y,"P,B,H,S                   ",Holly Azure,Celastrina idella, , , , ,, , , ,,,,"A versatile shrub for sun and shade. Specimen, group or mass. Shrub borders, open woodland gardens, foundations or hedges. Mass for a shrubby ground cover effect. Naturalizes well in wild or informal areas. Also a good selection for wet locations such as low spots or pond/stream margins.",,,,,,Good fall color,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:01.8,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalmia latifolia,1360,5,mountain laurel,KALA,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y,Y, ,Y, , , ,"A,Z,D,K,S                        ",Y, , , ,Y, , ,Y, ,Y,NULL,E,5,12,F, ,5,12,F, ,, ,Kalmia latifolia,"05,06",W-I, ,E, , , , , ,"C,H,W               ",Brown Elfin,Callophrys augustinus,Y, ,Y, ,, , , ,,,,"Superior flowering shrub for groups or massing in shrub borders, cottage gardens, woodland areas or wild/naturalized areas. Hedge. Foundations. Compliments rhododendrons and azaleas.",,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,29:51.3,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leucothoe fontanesiana,1644,5,"drooping laurel or leucothoe,highland or mountain dog hobble",LEFO,Y,R,"N,V,U",,,,Y,Y,,Y,,,,"A,Q,R,S,C,DO",Y,,,,,,,,,,,E-MP,2,6,F,,2,6,F,,,,Leucothoe fontanesiana,"05,06",W,,,,,,,Y,"P,H",,,,,,Y,Y,,,,,,,"Naturalized Area, Woodland, Pollinator Garden, Winter Garden, Design, Hedge, Butterflies, Pollinators, Woodland or shade garden. Naturalized areas. Stabilize banks. Hedges",,,,,,,,,Poisonous,,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindera benzoin,1372,5,northern spicebush,LIBE3,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y,Y,Y,Y,Y, , ,"RO,Q",Y, , ,Y, , , ,Y, ,NULL,NULL,G-Y,6,12,F, ,6,12,F, ,, ,Lindera benzoin,"03,04,05",Y, ,E, , , , , ,"C,P,W,H,S       ",Spicebush Swallowtail,Papilio glaucus,Y,Y, , ,, , , ,,,,"Shrub borders, shade or woodland gardens, moist areas along streams or ponds, native plant gardens or naturalized plantings.",,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,20:17.5,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morella cerifera,1398,5,wax myrtle,MOCE2,Y,N,"V,U            ","W,R    ",,Y,Y, , , ,Y,Y, ,                         ,Y, , ,, , , ,Y, ,NULL,NULL,"E,F&E",6,20,F, ,NULL,NULL,F, ,, ,Morella cerifera,"03,04",G, ,E, , , , , ,,,, , , , ,, , , ,,,tolerant of saline conditions and urban confinement within pavement.,,,,,,,,,,"pale blue berries, Moderate deer resistant. screens, hedges, landscaping, wetland gardens, habitat restoration.",,Primary,NULL,NULL,NULL,NULL,NULL,A,55:02.6,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morella pensylvanica,1399,5,northern bayberry,MOPE6,Y,N,"V,U            ","W,R    ",, ,Y, , ,Y,Y, , ,                         , , , , , , , , , ,NULL,NULL,G,3,12,F, ,NULL,NULL,F, ,, ,Morella pensylvanica,"07,08,09","Y,E", ,E, , , , , ,,,, , , , ,, , , ,,,,,,,,,,,,,(bluish)white berries remain all winter,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:08.5,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philadelphus inodorus,1437,5,scentless mock orange,PHIN5,Y,R,"A,C,F,N,V,U        ",       ,,Y,Y, , ,Y, , , ,"K,P", , , ,Y,Y, ,Y,Y, ,Y,NULL,,6,12,F, ,5,10,F, ,, ,Philadelphus inodorus,6,W, ,E, , , , , ,"C,P,H          ",,,Y,Y, , ,, , , ,,,,shrub border or as a specimen.,,,,,,,,,"LM: Occurs frequently in the Batesville Area, sweet scented flowers",,Primary,NULL,NULL,NULL,NULL,NULL,A,55:08.6,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physocarpus opulifolius,1448,5,"common,easter,Atlantic ninebark",PHOP,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, ,Y,Y, , , ,"C,O,D,A,P,K", , , , , , , , , ,NULL,NULL,G,5,8,F, ,4,6,F, ,, ,Physocarpus opulifolius,"05,06","W,I", ,E, , , , ,Y,"P,B",,,Y,Y, ,Y,Y, , , ,,,,"Mass in shrub borders. Effective as hedge, screen or for erosion control on banks. Native plant garden. Able to grow in harsh conditions.",,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:08.7,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pieris floribunda,1450,5,"mountain fetterbush,mountain Andromeda",PIFL,Y,R,"N,V,U        ",W      ,, ,Y, , ,Y,Y, , ,"D,A",Y, , , ,Y, , ,Y, ,Y,NULL,E,6,6,F, ,3,4,F, ,, ,Pieris floribunda,5,W, ,E, , , , , ,"C,P,H      ",,, , , , ,, , , ,,,bees,"Accent, Foundation Planting, Mass Planting, Small groups, Specimen",,,,,,,,," good, Poisonous to humans, Andromedotoxin, Ingestion may cause tingling sensation, salivation, nose and eyes watering, nausea, vomiting, sweating, abdominal pain, headache, weakness, convulsions.",,Primary,NULL,NULL,NULL,NULL,NULL,A,55:08.8,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhododendron catawbiense,1501,5,"catawba rhododendron,mountain rosebay,pink laurel",RHCA8,Y,R,"A,C,B,N,V,U        ",W      ,, ,Y,Y, ,Y, , , ,"A,R,Q,D,K", , , , ,Y, , ,Y, ,Y,NULL,H,6,20,F, ,5,15,F, ,, ,Rhododendron catawbiense,"04,05,06","I,P,E", ,E, , , , , ,"C,P,B,H,G                 ",,,Y, ,Y, ,Y, , , ,,,,"Hedge, Mass Planting, Specimen, Shrub borders. Woodland gardens. Shady locations. Naturalized areas. Wood margins. Accent/specimen, groups or mass plantings.",,,,,,,,,HIGHLY TOXIC MAY BE FATAL IF EATEN,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:08.9,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhododendron maximum,1502,5,"great rhododendron,rose bay,white laurel",RHMA4,Y,R,"A,C,B,N,V,U        ",W      ,,Y,Y, , ,Y,Y, , ,"A,D,Q,R                        ", , , , ,Y, , ,Y, ,Y,NULL,H,4,20,F, ,5,12,F, ,, ,Rhododendron maximum,6,"I,W", ,E, , , , , ,"C,P,H,W,S               ",0,,Y, ,Y, ,, , , ,,Yes,,"Butterfly Garden, Pollinator Garden, Winter Garden",,north-facing slopes,,,,,,,"Northside of house, poisonous",,Primary,NULL,NULL,NULL,NULL,NULL,A,55:09.0,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhododendron periclymenoides,1503,5,pinxter flower,RHPE4,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",       ,,Y,Y,Y, ,Y,Y, , ,"A,D,Q,S,K                        ", , , ,Y,Y, ,Y,Y, ,Y,NULL,G-Y,3,10,F, ,6,12,F, ,, ,Rhododendron periclymenoides,"04,05","I,P,W", ,E, , , , , ,"C,B,H,G                 ",.,,Y, ,Y, ,Y, , , ,Y,,,"Mass, group or specimen. Shrub borders, mixed borders, woodland gardens and shade gardens. Also effective in foundation plantings or as a hedge.",,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:09.2,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhododendron prinophyllum,1504,5,"roseshell azalea,early azalea",RHPR,Y,R,"A,C,G,M,N,V,U        ",W      ,,Y,Y, , ,Y,Y, , ,"A,D,Q,S,K                        ", , , , ,Y, , ,Y, ,Y,NULL,G-Z,2,8,F, ,2,8,F, ,, ,Rhododendron prinophyllum,"04,05",P, ,E, , , , , ,"C,B,H,G                 ",,, , , , ,, , , ,,Yes,,"Specimen, mass or group. Woodland gardens, shrub or mixed borders, native plant gardens or foundation plantings.",,north-facing slopes,,,,,,,Introduced in 1812,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:09.1,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhododendron viscosum,1505,5,swamp azalea,RHVI2,Y,R,"A,C,Q,M,R,V,U        ",W      ,, ,Y,Y, ,Y,Y,Y, ,"A,U,DO,Q                    ", , , ,Y, , , ,Y, ,NULL,NULL,G,4,10,F, ,12,12,F, ,, ,Rhododendron viscosum,"05,06","I,W", ,E, , , , , ,"C,P,S,G",,,Y, , , ,Y, , , ,,,,"Best grouped in shrub borders, mixed borders, open woodland gardens, native plant gardens and open shade gardens. Effective near patios or decks. Specimen around the home. Plants in groups with earlier blooming azaleas to extend the annual azalea bloom period. Plants often thrive when sited in moist soils near stationary or moving water. Good cut flower.",,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,09:56.2,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhus aromatica,1506,5,"fragrant sumac,aromatic sumac,lemon sumac,polecat bush",RHAR4,Y,R,"A,C,B,P,G,Q,N,O,V,U        ",W      ,, ,Y,Y,Y, , , , ,"K,S,SO,O,OC,B                     ",Y, , ,Y,Y, ,Y, , ,Y,NULL,G-R,5,6,F, ,6,10,F, ,, ,Rhus aromatica,"03,04,05",GY, ,E, , , , ,Y,"C,P,B,W,H,S               ","Banded Hairstreak,Red-banded Hairtreak, Spring Azure","Satyrium calanus,Calycopis cecrop,Celastrina argiolus",Y,Y,Y,,, , , ,,,,"hedgerow, Good for stabilizing embankments or for hard-to-cover areas with poorer soils or for wild parts of native plant gardens or naturalized areas. Informal hedges.",,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:09.4,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhus copallinum,1507,5,"winged sumac,flameleaf sumac",RHCO,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, ,Y,Y, , , ,"Z,S,K,P", , , , ,Y, , , , ,Y,NULL,G-R,7,25,F, ,10,15,F, ,, ,Rhus copallinum,"07,08,09",GY, ,E, , , , ,Y,"C,P,H,S               ","Banded Hairstreak,Red-banded Hairtreak, Spring Azure","Satyrium calanus,Calycopis cecrop,Celastrina argiolus",Y,Y,Y, ,, , ,Y,,,,"hedgerow, Best for dry, informal, naturalized areas where it can be allowed to spread and form colonies. effective when massed on slopes for erosion control or in hard-to-cover areas with poorer soils. Naturalize in open woodland areas, wood margins or wild areas. Has some nice ornamental features (flower panicles in spring, shiny dark green summer foliage, fruiting clusters in fall and excellent fall foliage color), but is probably too weedy and aggressive for shrub borders or foundations.",,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:09.6,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhus glabra,1508,5,smooth sumac,RHGL,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y,Y,Y,Y, , , ,"O,CO,G,K", , ,Y,Y,Y,Y,Y, , ,Y,NULL,G,9,15,F, ,9,15,F, ,, ,Rhus glabra,"05,06,07,08","W,Y,G,N",Y,E, , , , , ,"C,P,W,H,S,M             ","Banded Hairstreak,Red-banded Hairstreak ","Satyrium calanus,Calycopis cecrops",Y, ,Y,Y,Y, , , ,,Y,,"hedgerow, Hedge, Naturalized Area, Slope/Bank",,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:14.1,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ribes rotundifolium,1509,5,Appalachian gooseberry,RIRO2,Y,R,"A,C,G,Q,M,N,V,U        ",       ,, ,Y,Y,Y, , , , ,"R,K,Q", , , , ,Y, , , , ,Y,NULL,G,3,5,F, ,3,5,F, ,, ,Ribes rotundifolium,"04,05",G, ,E, , , , , ,"C,P,H,S               ",,, , ,Y, ,, , , ,,,,,,,,,,,,,Edible fruit,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:09.7,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia hispida,1510,5,"bristly,rose locust,rose acacia",ROHIR,Y,R,"B,L,V,U        ",W      ,,Y,Y, ,Y,Y, , , ,"O,CO,S,R,Q,P", , ,Y, ,Y, , ,Y, ,Y,NULL,,6,8,F, ,5,15,F, ,, ,Robinia hispida,"04,05,06,07","P,R", ,E, , , , ,Y,"C,P,H,G           ","Sulphurs and Whites,Silvery Blue,Frosted Elfin,Eastern Tailed Blue,Northern Cloudy Wing,Southern Cloudy Wing,Silver-Spotted Skipper, Dreamy Duskywing","Pieridae,Glaucopsyche lygdamus,Callophrys irus,Everes comyntas,Thorybes pylades,Thorybes bathyllus,Epargyreus clarus,Erynnis icelus",Y,Y, ,Y,Y, , , ,,,erosion control,"Excellent flowers and foliage. Specimen or screen. Good plant for stabilizing embankments and slopes and for planting in poor, dry soils. Interesting informal hedge",,,,,Thorn-like,,,," Suffers from frequent disease and insect problems, needs wind protection, Soil sandy or thin",,Primary,NULL,NULL,NULL,NULL,NULL,A,55:09.8,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa carolina,1512,5,"pasture,Carolina rose",ROCA4,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y,Y,Y,Y,Y, , ,"P,O,CO,SO,K,S,D", , , ,Y,Y, , , , ,Y,NULL,,3,5,F, ,6,10,F, ,, ,Rosa carolina,"06,07,08","WI,I&Y",Y,E, , , , , ,"C,P,B,W,H,S,M      ",,,Y,Y,Y, ,Y, , ,Y,,,,"Hedge, Recreational Play Area, Butterfly Garden, Children's Garden, Edible, Garden, Pollinator Garden, Mass in borders, rose garden, meadows, naturalized areas or native plant gardens.",,,,,Thorn-like,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:09.9,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa palustris,1513,5,swamp rose,ROPA,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,V,U        ",W      ,,Y,Y,, , ,Y,Y, ,"A,S,U,R", , , ,Y, ,Y, ,Y, ,NULL,NULL,G-M,3,6,F, ,5,7,F, ,, ,Rosa palustris,"06,07,08","I,P&Y",Y,E, , , , , ,"C,P,B,W,H,S,M      ",,, , ,Y, ,, , , ,,,,"Butterfly Garden, Native Garden, Pollinator Garden, Rain Garden, Good selection for wet poorly drained soils. Bog or water garden margin.",,,,,Thorn-like,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:04.0,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa virginiana,1514,5,Virginia rose,ROVI2,Y,N,"V,U        ",       ,,,Y,Y,Y,Y, , , ,P, , , , ,Y, , , , ,Y,NULL,"G-P,OR",4,6,F, ,6,7,F, ,, ,Rosa virginiana,6,P,Y,E, , , , , ,"C,P,W,H,S,M      ",,, , ,Y, ,, , , ,,Yes,,,,,,,,,,,"acidic, well drained",,Primary,NULL,NULL,NULL,NULL,NULL,A,55:10.0,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubus allegheniensis,1515,5,Alleghany blackberry,RUAL,Y,R,"A,C,B,P,G,Q,F,M,N,O,R,V,U        ",       ,,Y,Y,Y,Y,Y, , , ,"R,CO,K", , ,Y, ,Y, , , , ,Y,NULL,G-R,3,6,F, ,6,12,F, ,, ,Rubus allegheniensis,"04,05",W,Y,E, , , , , ,"C,P,B,W,H,S,M            ",Striped Hairstreak,Satyrium liparops,Y, ,Y,Y,Y, , , ,,,,"Meadow, Rock Wall, Butterfly Garden, Edible Garden, Native Garden, Pollinator Garden, Barrier, Hedge. Screen/Privacy, Security",,,,,Thorn-like,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:10.3,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubus flagellaris,1516,5,common dewberry,RUFL,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",       ,,Y,Y,,Y,Y,, , ,"P,O,CO,S,K", , , ,Y,Y, , , , ,Y,NULL,G,3,4,I, ,0.5,15,F, ,,Y,Rubus flagellaris,"04,05,06,07",W,Y,E, , , , , ,"C,P,B,W,H,S,M            ",,, , , , ,, , , ,,,,,,,,,Thorn-like,,,,move to groundcover,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:10.4,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubus hispidus,1517,5,"bristly,swamp dewberry",RUHI,Y,N,"A,C,B,Q,L,M,O,V,U        ",W      ,, ,Y,Y, , ,Y, , ,"A,S,H", , ,Y, , , , , , ,NULL,NULL,,NULL,NULL,F, ,NULL,NULL,F, ,, ,Rubus hispidus,,,Y,E, , , , , ,C,,, , , , ,, , , ,,,,,,,,,,,,,"thorny, aggressive",,Primary,NULL,NULL,NULL,NULL,NULL,A,55:10.5,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubus occidentalis,1518,5,black raspberry,RUOC,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,,Y, , ,Y,Y, , ,RO, , , ,Y,Y,Y,Y,Y, ,Y,NULL,"Y,G-O",3,6,F, ,4,12,F, ,, ,Rubus occidentalis,"04,05",W,Y,E, , , , , ,"C,P,B,W,H,S,M            ",Striped Hairstreak,Satyrium liparops, , , , ,, , , ,,,,,,,,,Thorn-like,,,," moist, well drained",,Primary,NULL,NULL,NULL,NULL,NULL,A,55:10.7,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubus odoratus,1519,5,"purple flowered raspberry,thimbleberry",RUOD,Y,R,"A,C,G,Q,M,N,R,V,U        ",       ,,Y,Y,Y, ,Y,Y, , ,"G,S,O", , ,Y, ,Y, , ,Y, ,Y,NULL,G-Y,3,6,F, ,6,12,F, ,, ,Rubus odoratus,"05,06,07","P,I",Y,E, , , , , ,"C,P,B,W,H,S,M            ",,, , ,Y, ,, , ,Y,,,,"Best in shade gardens, shrub borders, native plant gardens, or wild or naturalized areas.",,,,,Thorn-like,,,,"wet shade, cool, Mts",,Primary,NULL,NULL,NULL,NULL,NULL,A,55:10.8,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix humilis,1528,5,"prairie,upland willow,small pussywillow",SAHU2,Y,R,"A,C,M,L,F,V,U",       ,,Y,Y,Y,Y,Y,Y,Y, ,"O,G,S",Y, , ,Y,Y,Y,Y,Y, ,Y,NULL,QG-BG,6,15,F, ,4,15,F,,, ,Salix humilis,"03,04,05","Y,G,P,N", ,E, , , , , ,"C,P,W,H,S,M              ","Dreamy Dusky Wing,Viceroy,Mourning Cloak,Red Spotted Purple,Compton Tortoiseshell,Striped Hairstreak,Green Comma,Eastern Tiger Swallowtail ","Erynnis icelus,Limenitis archippus,Limenitis arthemis,Nymphalis antiopa,Nymphalis vaualbu,Satyrium liparops,Polygonia faunus,Papilio glaucus",Y,Y,Y,Y,Y,Y,Y, ,,,,,,,,,,,,,Eco type heights vary widely,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:05.7,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix sericea,1530,5,silky willow,SASE,N,R,"A,C,V,U        ",W      ,, ,Y,Y, ,Y,Y, , ,                         ,Y, , ,Y,Y,Y,Y,Y, ,Y,NULL,,10,12,F, ,8,12,F, ,, ,Salix sericea,"04,05,06",GY, ,E, , , , , ,"H,B                 ","Morning Cloak,Viceroy,Dreamy Dusky-Wing","Nymphalis antiopa,Limenitis archippus,Erynnis icelus",Y, ,Y, ,, , , ,,,,"Riparian, Butterfly Garden, Nighttime Garden, Pollinator Garden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus canadensis,1533,5,"black,common elderberry",SANIC4,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y,Y, ,Y,Y,Y, ,RO, , ,Y,Y,Y, ,Y,Y, ,Y,NULL,YG,4,12,F, ,6,12,F, ,, ,Sambucus canadensis,"05,06",W,Y,E, , , , ,Y,"C,P,B,W,H,S,M            ",,,Y, ,Y, ,, , ,Y,,,,"hedgerow, Naturalized Area, Pond, Riparian, Woodland, Butterfly Garden, Edible Garden, Native Garden, Pollinator Garden, Rain Garden, Group or mass in naturalized areas where suckering spread may be appreciated. Attractive flowers and interesting fruits. Landscape specimen, shrub borders, screens, backgrounds, stream/pond peripheries or low spots. Good sprawling hedge.",,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:06.2,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
